,0,1,2,3,4
0,304.585387337258,300.22607471218987,300.0225628268604,300.0076996375001,300.00681920638755
1,305.42574877204396,300.7378369325156,300.1620713323964,300.0310364551013,300.01028329125523
2,306.0961631823295,301.16830245846023,300.3889921419898,300.1037054245597,300.0294892097995
3,306.4306742971056,301.62143657369256,300.64513265239424,300.2236316494663,300.08099627930847
4,307.2414184265585,302.0229965524721,300.92903474022285,300.38105978491444,300.16721590530904
5,307.81686421054354,302.39187303906783,301.18194984052616,300.54886092034917,300.2852326590363
6,307.84156605884885,302.74256309534485,301.4513217443838,300.7437152787556,300.4308197079683
7,308.54184563298924,303.09263805494834,301.7456349384698,300.95523326956675,300.6030189319687
8,308.88435548637983,303.4252292344855,302.0238512502493,301.1771058227453,300.7983737363746
9,309.1204355840159,303.7206222810036,302.29020049892637,301.42056542359387,301.0017840216602
10,309.28987642759023,303.9753160718916,302.5967038460311,301.6735004059856,301.2210112943902
11,309.77093820255396,304.2808862089556,302.83923911917094,301.895494680795,301.46003250396484
12,309.8116367190205,304.5227058223532,303.07307823089985,302.1359368934671,301.6838964807938
13,310.0503936096018,304.70937280720614,303.3059832645554,302.37113267652325,301.92189174423845
