,0,1,2,3,4
0,0.7853429441060605,0.8201956525537138,0.8390665748465246,0.8596584758608217,0.8215762915251406
1,0.7704227911434856,0.7797578218565026,0.7515841747837009,0.7614135702172944,0.7246242178987148
2,0.7763488757457273,0.7594919636297873,0.7149972949307878,0.7451802854218568,0.7459724874193063
3,0.7813958863713021,0.7648306193261952,0.7752691343458331,0.7307601354293716,0.735499376692758
4,0.7120844460149388,0.7511799456454323,0.7643719763356619,0.7467254946300108,0.7421367436944668
5,0.7242437437212953,0.7743007487354218,0.6794834579631283,0.7089860176755393,0.7051789171100942
6,0.7203429380901014,0.7307421250840972,0.7344503239053701,0.7474668013908646,0.6962367532290855
7,0.7281901906541324,0.7249100153129282,0.7810299304754476,0.7580619345929047,0.7185330316754839
8,0.7049164993892042,0.7129946928431159,0.7439990192758843,0.7209915251027915,0.7109880899606335
9,0.6952368989665799,0.7143909855330722,0.7051806850479726,0.7019113132445244,0.7114169230198906
10,0.7177469792924822,0.7297185591116092,0.7462569379113473,0.75981667184552,0.759563439137691
11,0.6773834324212349,0.6870802711682362,0.6938812626276236,0.7215509533600699,0.6948257118792427
12,0.6786294627127117,0.7445657379260325,0.7166946752543764,0.6781138318446922,0.7298446953836529
13,0.7207212018680047,0.7618995633503661,0.7306012161642298,0.7138316323264562,0.7761216594212947
